"company","_freq","uname"
"Telrad",186,"TELRAD"
"Griffith University",186,"GRIFFITH UNIVERSITY"
"CNT",186,"CNT"
"Terra Networks",186,"TERRA NETWORKS"
"AIG Global Investmen",186,"AIG GLOBAL INVESTMEN"
"Chase Bank",186,"CHASE BANK"
"Bayer Healthcare",186,"BAYER HEALTHCARE"
"PAREXEL",186,"PAREXEL"
"DHL International",186,"DHL INTERNATIONAL"
"Cemex",186,"CEMEX"
"Internap",186,"INTERNAP"
"Microsoft Research",186,"MICROSOFT RESEARCH"
"Professional Service",186,"PROFESSIONAL SERVICE"
"Praxair",186,"PRAXAIR"
"Nokia Telecommunicat",187,"NOKIA TELECOMMUNICAT"
"Nordisk Film",187,"NORDISK FILM"
"Baxter International",187,"BAXTER INTERNATIONAL"
"Donaldson, Lufkin &",187,"DONALDSON LUFKIN &"
"Kromann Reumert",187,"KROMANN REUMERT"
"Exodus",187,"EXODUS"
"Segue Software",187,"SEGUE SOFTWARE"
"SPL WorldGroup",187,"SPL WORLDGROUP"
"Amazon.co.uk",187,"AMAZONCOUK"
"CIGNA Healthcare",187,"CIGNA HEALTHCARE"
"SSI",187,"SSI"
"NTT",187,"NTT"
"Siebel Systems, Inc",187,"SIEBEL SYSTEMS INC"
"International SOS",187,"INTERNATIONAL SOS"
"Choice Hotels Intern",187,"CHOICE HOTELS INTERN"
"Hill and Knowlton",187,"HILL AND KNOWLTON"
"TSI",187,"TSI"
"Warner Brothers",187,"WARNER BROTHERS"
"Glotel",187,"GLOTEL"
"ITV",187,"ITV"
"Memorial Sloan-Kette",187,"MEMORIAL SLOAN KETTE"
"Cooley Godward LLP",187,"COOLEY GODWARD LLP"
"Remedy Corporation",187,"REMEDY CORPORATION"
"CompuCom Systems",187,"COMPUCOM SYSTEMS"
"Schematic",187,"SCHEMATIC"
"Pandemic Studios",187,"PANDEMIC STUDIOS"
"ISS Facility Service",187,"ISS FACILITY SERVICE"
"ErgoGroup AS",187,"ERGOGROUP AS"
"GfK",187,"GFK"
"Toyota Motor Sales,",187,"TOYOTA MOTOR SALES"
"Integralis",187,"INTEGRALIS"
"Ubisoft Montreal",187,"UBISOFT MONTREAL"
"Oracle USA, Inc.",188,"ORACLE USA INC"
"Manulife",188,"MANULIFE"
"Cap Gemini America",188,"CAP GEMINI AMERICA"
"Several",188,"SEVERAL"
"SCS",188,"SCS"
"MCC",188,"MCC"
"Tilburg University",188,"TILBURG UNIVERSITY"
"New York City Depart",188,"NEW YORK CITY DEPART"
"TeleCommunication Sy",188,"TELECOMMUNICATION SY"
"AmerisourceBergen",188,"AMERISOURCEBERGEN"
"Gibson, Dunn & Crutc",188,"GIBSON DUNN & CRUTC"
"schlumberger",188,"SCHLUMBERGER"
"MGM",188,"MGM"
"Xyratex",188,"XYRATEX"
"Coldwater Creek",188,"COLDWATER CREEK"
"Sara Lee Branded App",188,"SARA LEE BRANDED APP"
"Royal & Sun Alliance",188,"ROYAL & SUN ALLIANCE"
"Tommy Hilfiger",188,"TOMMY HILFIGER"
"Proudfoot Consulting",188,"PROUDFOOT CONSULTING"
"Data General Corpora",189,"DATA GENERAL CORPORA"
"Virgin Atlantic Airw",189,"VIRGIN ATLANTIC AIRW"
"Acando",189,"ACANDO"
"Retek",189,"RETEK"
"FranklinCovey",189,"FRANKLINCOVEY"
"Lucent Technologies/",189,"LUCENT TECHNOLOGIES"
"Schneider National",189,"SCHNEIDER NATIONAL"
"Vertis",189,"VERTIS"
"Vrije Universiteit A",189,"VRIJE UNIVERSITEIT A"
"USi",189,"USI"
"SNT",189,"SNT"
"AES",189,"AES"
"Morgan, Lewis & Bock",189,"MORGAN LEWIS & BOCK"
"Organization",189,"ORGANIZATION"
"Ross Systems",189,"ROSS SYSTEMS"
"FedEx Ground",189,"FEDEX GROUND"
"Guardian Life Insura",189,"GUARDIAN LIFE INSURA"
"Bentley College",189,"BENTLEY COLLEGE"
"Nokia Inc.",189,"NOKIA INC"
"Who's Calling",189,"WHO'S CALLING"
"Swiss Bank Corporati",189,"SWISS BANK CORPORATI"
"Accenture (formerly",189,"ACCENTURE FORMERLY"
"Sony Pictures Digita",189,"SONY PICTURES DIGITA"
"Merial",189,"MERIAL"
"US Peace Corps",189,"US PEACE CORPS"
"VODAFONE",189,"VODAFONE"
"Kirkpatrick & Lockha",189,"KIRKPATRICK & LOCKHA"
"Janssen-Cilag",189,"JANSSEN CILAG"
"Breakaway Solutions",190,"BREAKAWAY SOLUTIONS"
"Foster Wheeler",190,"FOSTER WHEELER"
"Miami University",190,"MIAMI UNIVERSITY"
"LSI",190,"LSI"
"The Procter & Gamble",190,"THE PROCTER & GAMBLE"
"dunnhumby",190,"DUNNHUMBY"
"JC Penney",190,"JC PENNEY"
"General Electric Med",190,"GENERAL ELECTRIC MED"
"Euroclear Bank",190,"EUROCLEAR BANK"
"AmSouth Bank",190,"AMSOUTH BANK"
"Exxonmobil",190,"EXXONMOBIL"
"Air Products & Chemi",190,"AIR PRODUCTS & CHEMI"
"Banco BPI",190,"BANCO BPI"
"Siemens Financial Se",190,"SIEMENS FINANCIAL SE"
"Management Consultin",190,"MANAGEMENT CONSULTIN"
"i-flex solutions ltd",190,"I FLEX SOLUTIONS LTD"
"General Mills, Inc.",190,"GENERAL MILLS INC"
"Philips DAP",190,"PHILIPS DAP"
"Scottish Enterprise",190,"SCOTTISH ENTERPRISE"
"Gide Loyrette Nouel",190,"GIDE LOYRETTE NOUEL"
"SRA International, I",190,"SRA INTERNATIONAL I"
"Thrane & Thrane",190,"THRANE & THRANE"
"Cadbury Adams",190,"CADBURY ADAMS"
"Johnson & Wales Univ",190,"JOHNSON & WALES UNIV"
"UPS SCS",190,"UPS SCS"
"The Carphone Warehou",190,"THE CARPHONE WAREHOU"
"GE Capital Solutions",190,"GE CAPITAL SOLUTIONS"
"New Line Cinema",190,"NEW LINE CINEMA"
"Red Bull",190,"RED BULL"
"Hilton Hotels",190,"HILTON HOTELS"
"ANZ Banking Group",190,"ANZ BANKING GROUP"
"Auchan",190,"AUCHAN"
"C-COR",190,"C COR"
"Agere",190,"AGERE"
"Perficient",190,"PERFICIENT"
"Chase Home Finance",190,"CHASE HOME FINANCE"
"Wily Technology",190,"WILY TECHNOLOGY"
"Siemens Networks",190,"SIEMENS NETWORKS"
"Zions Bank",190,"ZIONS BANK"
"organization",191,"ORGANIZATION"
"CPM S/A",191,"CPM SA"
"neuf telecom",191,"NEUF TELECOM"
"Valeant Pharmaceutic",191,"VALEANT PHARMACEUTIC"
"Vodafone Spain",191,"VODAFONE SPAIN"
"INDRA",191,"INDRA"
"Carlsberg Breweries",191,"CARLSBERG BREWERIES"
"Lombard Odier Darier",191,"LOMBARD ODIER DARIER"
"Skadden Arps",191,"SKADDEN ARPS"
"Boston Medical Cente",191,"BOSTON MEDICAL CENTE"
"JP Morgan Chase & Co",191,"JP MORGAN CHASE & CO"
"Credence",191,"CREDENCE"
"Danish Army",191,"DANISH ARMY"
"Adjoined Consulting",191,"ADJOINED CONSULTING"
"E*TRADE FINANCIAL",191,"ETRADE FINANCIAL"
"CGEY",191,"CGEY"
"WestLB AG",191,"WESTLB AG"
"IBM Rational",191,"IBM RATIONAL"
"Thales Communication",191,"THALES COMMUNICATION"
"Deloitte Consulting,",191,"DELOITTE CONSULTING"
"digital",191,"DIGITAL"
"DNA Productions",191,"DNA PRODUCTIONS"
"Vector Marketing",191,"VECTOR MARKETING"
"National Bank Financ",191,"NATIONAL BANK FINANC"
"FSA",191,"FSA"
"Alltel Communication",191,"ALLTEL COMMUNICATION"
"Tel Aviv University",191,"TEL AVIV UNIVERSITY"
"J.D. Power and Assoc",191,"JD POWER AND ASSOC"
"GetronicsPinkRoccade",191,"GETRONICSPINKROCCADE"
"Renaissance Capital",191,"RENAISSANCE CAPITAL"
"Intuit Inc",191,"INTUIT INC"
"CRI",191,"CRI"
"Ryerson University",191,"RYERSON UNIVERSITY"
"University of Alaska",191,"UNIVERSITY OF ALASKA"
"Extraprise",192,"EXTRAPRISE"
"Openwave Systems Inc",192,"OPENWAVE SYSTEMS INC"
"VerizonBusiness",192,"VERIZONBUSINESS"
"United States Peace",192,"US PEACE"
"HSBC Bank Canada",192,"HSBC BANK CANADA"
"Simac",192,"SIMAC"
"Black and Decker",192,"BLACK AND DECKER"
"New York Times",192,"NEW YORK TIMES"
"Storebrand",192,"STOREBRAND"
"Temenos",192,"TEMENOS"
"Mitsubishi Corporati",192,"MITSUBISHI CORPORATI"
"Oracle France",192,"ORACLE FRANCE"
"iGate Global Solutio",192,"IGATE GLOBAL SOLUTIO"
"gedas",192,"GEDAS"
"UBS Global Asset Man",192,"UBS GLOBAL ASSET MAN"
"ge",192,"GE"
"Comarch S.A.",192,"COMARCH SA"
"Alternative Resource",192,"ALTERNATIVE RESOURCE"
"Embarq",192,"EMBARQ"
"University of Auckla",193,"UNIVERSITY OF AUCKLA"
"Oklahoma State Unive",193,"OKLAHOMA STATE UNIVE"
"Hill-Rom",193,"HILL ROM"
"ICM",193,"ICM"
"Infy",193,"INFY"
"EMC Corp.",193,"EMC CORP"
"TradeDoubler",193,"TRADEDOUBLER"
"Hallmark Cards, Inc.",193,"HALLMARK CARDS INC"
"CMC Ltd",193,"CMC LTD"
"Sony Imageworks",193,"SONY IMAGEWORKS"
"T-mobile",193,"T MOBILE"
"United Behavioral He",193,"UNITED BEHAVIORAL HE"
"WMS Gaming",193,"WMS GAMING"
"IMF",193,"IMF"
"SOGETI",193,"SOGETI"
"CRA International",193,"CRA INTERNATIONAL"
"LPL Financial Servic",193,"LPL FINANCIAL SERVIC"
"Xspedius Communicati",193,"XSPEDIUS COMMUNICATI"
"Moving Picture Compa",193,"MOVING PICTURE COMPA"
"Siemens Power Genera",194,"SIEMENS POWER GENERA"
"Bank of New Zealand",194,"BANK OF NEW ZEALAND"
"O'Melveny & Myers LL",194,"O'MELVENY & MYERS LL"
"SABMiller",194,"SABMILLER"
"Utah State Universit",194,"UTAH STATE UNIVERSIT"
"Intrado",194,"INTRADO"
"Natura",194,"NATURA"
"St Paul Travelers",194,"ST PAUL TRAVELERS"
"Vattenfall",194,"VATTENFALL"
"Canon Europe",194,"CANON EUROPE"
"Telefonica Moviles E",194,"TELEFONICA MOVILES E"
"St Jude Medical",194,"ST JUDE MEDICAL"
"Vivendi Universal",194,"VIVENDI UNIVERSAL"
"Synopsys Inc.",194,"SYNOPSYS INC"
"Ixia",194,"IXIA"
"Sybase Inc.",194,"SYBASE INC"
"Sanofi Pasteur",194,"SANOFI PASTEUR"
"Baltimore Technologi",194,"BALTIMORE TECHNOLOGI"
"Giesecke & Devrient",194,"GIESECKE & DEVRIENT"
"OgilvyOne Worldwide",194,"OGILVYONE WORLDWIDE"
"Keynote Systems",194,"KEYNOTE SYSTEMS"
"Boeing Commercial Ai",194,"BOEING COMMERCIAL AI"
"Barclays Bank Plc",194,"BARCLAYS BANK PLC"
"BCP",194,"BCP"
"TIM Brasil",194,"TIM BRASIL"
"SDL International",194,"SDL INTERNATIONAL"
"Integra Telecom",194,"INTEGRA TELECOM"
"GTE Internetworking",195,"GTE INTERNETWORKING"
"Disney Consumer Prod",195,"DISNEY CONSUMER PROD"
"Enterprise Ireland",195,"ENTERPRISE IRELAND"
"American Society of",195,"AMERICAN SOCIETY OF"
"Adobe Systems Inc",195,"ADOBE SYSTEMS INC"
"Providence Health Sy",195,"PROVIDENCE HEALTH SY"
"Cartier",195,"CARTIER"
"DCE Consultants",195,"DCE CONSULTANTS"
"Smithsonian Institut",195,"SMITHSONIAN INSTITUT"
"Safeway Inc.",195,"SAFEWAY INC"
"KONE",195,"KONE"
"IQPC",195,"IQPC"
"Debevoise & Plimpton",195,"DEBEVOISE & PLIMPTON"
"Arc Worldwide",195,"ARC WORLDWIDE"
"Weyerhaeuser Company",195,"WEYERHAEUSER COMPANY"
"PictureTel",195,"PICTURETEL"
"Boeing Company",195,"BOEING COMPANY"
"Verizon Data Service",195,"VERIZON DATA SERVICE"
"Rare Medium",195,"RARE MEDIUM"
"IBM Daksh",195,"IBM DAKSH"
"Percussion Software",195,"PERCUSSION SOFTWARE"
"Novozymes A/S",195,"NOVOZYMES AS"
"Exxon Mobil",195,"EXXON MOBIL"
"IronPort Systems",195,"IRONPORT SYSTEMS"
"News International",195,"NEWS INTERNATIONAL"
"Amaze Entertainment",195,"AMAZE ENTERTAINMENT"
"Arinso International",195,"ARINSO INTERNATIONAL"
"Harley-Davidson Moto",195,"HARLEY DAVIDSON MOTO"
"Taos",195,"TAOS"
"TV Guide",196,"TV GUIDE"
"Apex Systems",196,"APEX SYSTEMS"
"Fluke Networks",196,"FLUKE NETWORKS"
"First Baptist Church",196,"FIRST BAPTIST CHURCH"
"BYU",196,"BYU"
"Samsung Semiconducto",196,"SAMSUNG SEMICONDUCTO"
"BG Bank",196,"BG BANK"
"Schering AG",196,"SCHERING AG"
"Bosch Security Syste",196,"BOSCH SECURITY SYSTE"
"credit suisse",196,"CREDIT SUISSE"
"TeliaSonera Internat",196,"TELIASONERA INTERNAT"
"Mosaic",196,"MOSAIC"
"Priority Telecom",196,"PRIORITY TELECOM"
"Scholastic Inc.",196,"SCHOLASTIC INC"
"BIC",196,"BIC"
"Dana Corporation",196,"DANA CORPORATION"
"Decathlon",196,"DECATHLON"
"Tata Steel",196,"TATA STEEL"
"Echostar",196,"ECHOSTAR"
"University of New Ha",196,"UNIVERSITY OF NEW HA"
"CSR",196,"CSR"
"Philips Applied Tech",196,"PHILIPS APPLIED TECH"
"Teletech",196,"TELETECH"
"DaimlerChrysler Serv",196,"DAIMLERCHRYSLER SERV"
"Cossette Communicati",196,"COSSETTE COMMUNICATI"
"Southern Illinois Un",197,"SOUTHERN ILLINOIS UN"
"Thomas Jefferson Uni",197,"THOMAS JEFFERSON UNI"
"Control Data",197,"CONTROL DATA"
"Indesit Company",197,"INDESIT COMPANY"
"Ziff Davis",197,"ZIFF DAVIS"
"University of Victor",197,"UNIVERSITY OF VICTOR"
"Black Box Network Se",197,"BLACK BOX NETWORK SE"
"Hutchison 3G",197,"HUTCHISON 3G"
"Banco Espirito Santo",197,"BANCO ESPIRITO SANTO"
"Sales",197,"SALES"
"Finance",197,"FINANCE"
"Realty Executives",197,"REALTY EXECUTIVES"
"Bank of England",197,"BANK OF ENGLAND"
"FleetBoston Financia",197,"FLEETBOSTON FINANCIA"
"Union Pacific Railro",197,"UNION PACIFIC RAILRO"
"Cronos",197,"CRONOS"
"KForce",197,"KFORCE"
"AT&T Canada",197,"AT&T CANADA"
"BMG",197,"BMG"
"MCI Communications",197,"MCI COMMUNICATIONS"
"WRQ",197,"WRQ"
"Sonera",198,"SONERA"
"SupportSoft",198,"SUPPORTSOFT"
"TAC Worldwide Compan",198,"TAC WORLDWIDE COMPAN"
"NatWest",198,"NATWEST"
"Intermedia Communica",198,"INTERMEDIA COMMUNICA"
"Compaq Computers",198,"COMPAQ COMPUTERS"
"Mars Inc.",198,"MARS INC"
"Berenschot",198,"BERENSCHOT"
"Royal Danish Embassy",198,"ROYAL DANISH EMBASSY"
"Bankers Trust Compan",198,"BANKERS TRUST COMPAN"
"ACC",198,"ACC"
"Elisa",198,"ELISA"
"Freshfields",198,"FRESHFIELDS"
"Hewlett Packard Co.",198,"HEWLETT PACKARD CO"
"Royal Bank",198,"ROYAL BANK"
"Carlson Marketing",198,"CARLSON MARKETING"
"MetaSolv Software",198,"METASOLV SOFTWARE"
"Kuehne + Nagel",198,"KUEHNE NAGEL"
"Carnival Cruise Line",198,"CARNIVAL CRUISE LINE"
"Foxconn",198,"FOXCONN"
"Sonnenschein Nath &",198,"SONNENSCHEIN NATH &"
"The Salvation Army",198,"THE SALVATION ARMY"
"BBS",198,"BBS"
"Imation",198,"IMATION"
"Alitalia",199,"ALITALIA"
"Tata Infotech Ltd",199,"TATA INFOTECH LTD"
"Nintendo of America",199,"NINTENDO OF AMERICA"
"ADP Dealer Services",199,"ADP DEALER SERVICES"
"Fisher Investments",199,"FISHER INVESTMENTS"
"LEGO System A/S",199,"LEGO SYSTEM AS"
"Stockholm University",199,"STOCKHOLM UNIVERSITY"
"Ernst & Young Manage",199,"ERNST & YOUNG MANAGE"
"General Growth Prope",199,"GENERAL GROWTH PROPE"
"Completel",199,"COMPLETEL"
"Apollo Computer",199,"APOLLO COMPUTER"
"The Dallas Morning N",199,"THE DALLAS MORNING N"
"Pixar",199,"PIXAR"
"Altran Europe",199,"ALTRAN EUROPE"
"Department of Human",199,"DEPARTMENT OF HUMAN"
"DST Output",199,"DST OUTPUT"
"Pratt & Whitney Cana",199,"PRATT & WHITNEY CANA"
"Hotel",199,"HOTEL"
"US House of Represen",199,"US HOUSE OF REPRESEN"
"Stanford Graduate Sc",200,"STANFORD GRADUATE SC"
"Samsung Telecommunic",200,"SAMSUNG TELECOMMUNIC"
"PeopleSoft, Inc",200,"PEOPLESOFT INC"
"Jefferson Wells Inte",200,"JEFFERSON WELLS INTE"
"Astra Zeneca",200,"ASTRA ZENECA"
"UPS-SCS",200,"UPS SCS"
"Fred Hutchinson Canc",200,"FRED HUTCHINSON CANC"
"MDS Pharma Services",200,"MDS PHARMA SERVICES"
"Bank of Nova Scotia",200,"BANK OF NOVA SCOTIA"
"Tribune Company",200,"TRIBUNE COMPANY"
"Lucent technologies",200,"LUCENT TECHNOLOGIES"
"DirecTV",200,"DIRECTV"
"The College Board",200,"THE COLLEGE BOARD"
"AICPA",200,"AICPA"
"IBM Germany",200,"IBM GERMANY"
"Allied Domecq Spirit",200,"ALLIED DOMECQ SPIRIT"
"Goldman Sachs & Co",200,"GOLDMAN SACHS & CO"
"Eclipsys",200,"ECLIPSYS"
"Aspect",200,"ASPECT"
"ACCOR",201,"ACCOR"
"A. T. Kearney",201,"A T KEARNEY"
"Capgemini Nederland",201,"CAPGEMINI NEDERLAND"
"Fujitsu Computer Sys",201,"FUJITSU COMPUTER SYS"
"Shire Pharmaceutical",201,"SHIRE PHARMACEUTICAL"
"MatrixOne",201,"MATRIXONE"
"Claritas",201,"CLARITAS"
"Target Corp",201,"TARGET CORP"
"ABB Inc.",201,"ABB INC"
"The Church of Jesus",201,"THE CHURCH OF JESUS"
"Rank Xerox",201,"RANK XEROX"
"Vitria",201,"VITRIA"
"Rigshospitalet",201,"RIGSHOSPITALET"
"GE Aircraft Engines",201,"GE AIRCRAFT ENGINES"
"Infogain",201,"INFOGAIN"
"OCBC Bank",201,"OCBC BANK"
"Mayer, Brown, Rowe &",201,"MAYER BROWN ROWE &"
"National Health Serv",201,"NATIONAL HEALTH SERV"
"Landmark Graphics",201,"LANDMARK GRAPHICS"
"Alliance Capital",201,"ALLIANCE CAPITAL"
"TTPCom",201,"TTPCOM"
"Macy's West",201,"MACY'S WEST"
"United Way",201,"UNITED WAY"
"BSG",201,"BSG"
"First Interstate Ban",201,"FIRST INTERSTATE BAN"
"Sogeti Nederland BV",201,"SOGETI NEDERLAND BV"
"Xilinx, Inc.",201,"XILINX INC"
"Stork",202,"STORK"
"SeaChange Internatio",202,"SEACHANGE INTERNATIO"
"Classified Ventures",202,"CLASSIFIED VENTURES"
"CCS",202,"CCS"
"SCB",202,"SCB"
"Comshare",202,"COMSHARE"
"Texaco",202,"TEXACO"
"Tandberg Television",202,"TANDBERG TELEVISION"
"IBA",202,"IBA"
"BOC Gases",202,"BOC GASES"
"Telecom NZ",202,"TELECOM NZ"
"Cisco systems",202,"CISCO SYSTEMS"
"SingTel",202,"SINGTEL"
"IFF",202,"IFF"
"Dialogic",202,"DIALOGIC"
"KULeuven",202,"KULEUVEN"
"DND",202,"DND"
"ca",202,"CA"
"i-flex solutions",202,"I FLEX SOLUTIONS"
"Generali",202,"GENERALI"
"Virgin Mobile USA",202,"VIRGIN MOBILE USA"
"Nurun",202,"NURUN"
"Heinz",202,"HEINZ"
"Deloitte & Touche Co",202,"DELOITTE & TOUCHE CO"
"Pelco",202,"PELCO"
"Best Software",203,"BEST SOFTWARE"
"Tata Motors",203,"TATA MOTORS"
"Adea Solutions",203,"ADEA SOLUTIONS"
"Lehigh University",203,"LEHIGH UNIVERSITY"
"Callatay & Wouters",203,"CALLATAY & WOUTERS"
"Fox Interactive Medi",203,"FOX INTERACTIVE MEDI"
"Wageningen Universit",203,"WAGENINGEN UNIVERSIT"
"Harvard Pilgrim Heal",203,"HARVARD PILGRIM HEAL"
"Investors Bank and T",203,"INVESTORS BANK AND T"
"Blue Sky Studios",203,"BLUE SKY STUDIOS"
"SuccessFactors",203,"SUCCESSFACTORS"
"Ministry for Foreign",203,"MINISTRY FOR FOREIGN"
"Technion",203,"TECHNION"
"SIG",203,"SIG"
"TietoEnator Oyj",203,"TIETOENATOR OYJ"
"IST",203,"IST"
"Amgen, Inc.",203,"AMGEN INC"
"Eniro",203,"ENIRO"
"Sony Music Entertain",203,"SONY MUSIC ENTERTAIN"
"Illinois Institute o",203,"ILLINOIS INSTITUTE O"
"Epson",203,"EPSON"
"VML",203,"VML"
"Steelcase",203,"STEELCASE"
"CSA",203,"CSA"
"Information Services",203,"INFORMATION SERVICES"
"Amtrak",203,"AMTRAK"
"NIST",203,"NIST"
"Herbert Smith",203,"HERBERT SMITH"
"Conchango",203,"CONCHANGO"
"EPAM Systems",203,"EPAM SYSTEMS"
"Oracle/PeopleSoft",203,"ORACLEPEOPLESOFT"
"bearingpoint",203,"BEARINGPOINT"
"Excel Communications",203,"EXCEL COMMUNICATIONS"
"Menlo Worldwide",203,"MENLO WORLDWIDE"
"OSCE",203,"OSCE"
"CA, Inc.",204,"CA INC"
"US Robotics",204,"US ROBOTICS"
"DBS",204,"DBS"
"AT&T Network Systems",204,"AT&T NETWORK SYSTEMS"
"Group 1 Software",204,"GROUP 1 SOFTWARE"
"Ingenico",204,"INGENICO"
"Lehman",204,"LEHMAN"
"CIC",204,"CIC"
"Quaker Oats",204,"QUAKER OATS"
"Millipore Corporatio",204,"MILLIPORE CORPORATIO"
"DTCC",204,"DTCC"
"Borland Internationa",204,"BORLAND INTERNATIONA"
"American Association",204,"AMERICAN ASSOCIATION"
"Citibank, N.A.",204,"CITIBANK NA"
"BrassRing",204,"BRASSRING"
"Ball Aerospace",204,"BALL AEROSPACE"
"Dow Corning",204,"DOW CORNING"
"Nokia Enterprise Sol",204,"NOKIA ENTERPRISE SOL"
"Battelle Memorial In",204,"BATTELLE MEMORIAL IN"
"AIR FRANCE",204,"AIR FRANCE"
"MACH",204,"MACH"
"The Learning Company",204,"THE LEARNING COMPANY"
"Bally Total Fitness",204,"BALLY TOTAL FITNESS"
"Epicor Software",204,"EPICOR SOFTWARE"
"Lundbeck",205,"LUNDBECK"
"Hughes Aircraft",205,"HUGHES AIRCRAFT"
"BOUYGUES TELECOM",205,"BOUYGUES TELECOM"
"Industry Canada",205,"INDUSTRY CANADA"
"The University of Ch",205,"THE UNIVERSITY OF CH"
"United States Senate",205,"US SENATE"
"SumTotal Systems",205,"SUMTOTAL SYSTEMS"
"Broadlane",205,"BROADLANE"
"RSA",205,"RSA"
"McDermott Will & Eme",205,"MCDERMOTT WILL & EME"
"Deutsche Bank Securi",205,"DEUTSCHE BANK SECURI"
"Cranfield University",205,"CRANFIELD UNIVERSITY"
"Software Engineering",205,"SOFTWARE ENGINEERING"
"Victoria University",205,"VICTORIA UNIVERSITY"
"Matrox",205,"MATROX"
"Storage Technology C",205,"STORAGE TECHNOLOGY C"
"Alcatel Bell",205,"ALCATEL BELL"
"M-Systems",205,"M SYSTEMS"
"Murex",206,"MUREX"
"University of Pretor",206,"UNIVERSITY OF PRETOR"
"Delta",206,"DELTA"
"KBC Bank",206,"KBC BANK"
"Allied Telesyn",206,"ALLIED TELESYN"
"BT Infonet",206,"BT INFONET"
"VarTec Telecom",206,"VARTEC TELECOM"
"MWH",206,"MWH"
"Honda",206,"HONDA"
"Cincinnati Bell",206,"CINCINNATI BELL"
"Prudential Assurance",206,"PRUDENTIAL ASSURANCE"
"Retalix",206,"RETALIX"
"John Wiley & Sons",206,"JOHN WILEY & SONS"
"Wyeth Consumer Healt",206,"WYETH CONSUMER HEALT"
"The Body Shop",206,"THE BODY SHOP"
"USA Mobility",206,"USA MOBILITY"
"American Express Com",206,"AMERICAN EXPRESS COM"
"Qpass",206,"QPASS"
"GSI",206,"GSI"
"Synopsys Inc",206,"SYNOPSYS INC"
"Business Integration",207,"BUSINESS INTEGRATION"
"Quest",207,"QUEST"
"Remedy",207,"REMEDY"
"Celera Genomics",207,"CELERA GENOMICS"
"Fonterra",207,"FONTERRA"
"Fairfax County Publi",207,"FAIRFAX COUNTY PUBLI"
"Cricket Communicatio",207,"CRICKET COMMUNICATIO"
"Halliburton Energy S",207,"HALLIBURTON ENERGY S"
"Pivotal",207,"PIVOTAL"
"Merisel",207,"MERISEL"
"TPS",207,"TPS"
"Wipro BPO",207,"WIPRO BPO"
"AA",207,"AA"
"FCG",207,"FCG"
"Travelers Insurance",207,"TRAVELERS INSURANCE"
"Jarden Consumer Solu",207,"JARDEN CONSUMER SOLU"
"PT Comunicac?es",207,"PT COMUNICACES"
"Louisiana State Univ",207,"LOUISIANA STATE UNIV"
"J Walter Thompson",208,"J WALTER THOMPSON"
"LEGO Company",208,"LEGO COMPANY"
"MIT Sloan School of",208,"MIT SLOAN SCHOOL OF"
"Jabil Circuit",208,"JABIL CIRCUIT"
"Western Wireless",208,"WESTERN WIRELESS"
"Credit Suisse Asset",208,"CREDIT SUISSE ASSET"
"Sikorsky Aircraft",208,"SIKORSKY AIRCRAFT"
"Universidade Federal",208,"UNIVERSIDADE FEDERAL"
"HSBC Private Bank",208,"HSBC PRIVATE BANK"
"Alcatel Canada",208,"ALCATEL CANADA"
"FAURECIA",208,"FAURECIA"
"Warsaw School of Eco",208,"WARSAW SCHOOL OF ECO"
"NCR Teradata",208,"NCR TERADATA"
"Collective Technolog",208,"COLLECTIVE TECHNOLOG"
"ServiceMaster",208,"SERVICEMASTER"
"GSA",208,"GSA"
"Computer Horizons Co",208,"COMPUTER HORIZONS CO"
"Volkswagen of Americ",208,"VOLKSWAGEN OF AMERIC"
"NEC Electronics",208,"NEC ELECTRONICS"
"Flowserve",208,"FLOWSERVE"
"Shared Medical Syste",208,"SHARED MEDICAL SYSTE"
"BT Radianz",208,"BT RADIANZ"
"Siebel Systems Inc.",208,"SIEBEL SYSTEMS INC"
"Mercuri Internationa",208,"MERCURI INTERNATIONA"
"VeriFone",208,"VERIFONE"
"Tufts Health Plan",209,"TUFTS HEALTH PLAN"
"aa",209,"AA"
"UNHCR",209,"UNHCR"
"RedPrairie",209,"REDPRAIRIE"
"SDRC",209,"SDRC"
"Ericsson Microwave S",209,"ERICSSON MICROWAVE S"
"The Staubach Company",209,"THE STAUBACH COMPANY"
"MSA",209,"MSA"
"LHS",209,"LHS"
"Galileo",209,"GALILEO"
"hewlett-packard",209,"HEWLETT PACKARD"
"Shaw Communications",209,"SHAW COMMUNICATIONS"
"MFS",209,"MFS"
"Huntsman",209,"HUNTSMAN"
"COWI",209,"COWI"
"ATMEL",209,"ATMEL"
"Overstock.com",209,"OVERSTOCK"
"AEP",209,"AEP"
"Larsen & Toubro Limi",209,"LARSEN & TOUBRO LIMI"
"Infonet",209,"INFONET"
"Canadian Pacific Rai",209,"CANADIAN PACIFIC RAI"
"PacifiCare Health Sy",210,"PACIFICARE HEALTH SY"
"PDI",210,"PDI"
"Gateway, Inc.",210,"GATEWAY INC"
"CITIBANK",210,"CITIBANK"
"VELUX",210,"VELUX"
"Universal Pictures",210,"UNIVERSAL PICTURES"
"GSD&M",210,"GSD&M"
"Jack Morton Worldwid",210,"JACK MORTON WORLDWID"
"Nektar Therapeutics",210,"NEKTAR THERAPEUTICS"
"U.S. Department of C",210,"US DEPARTMENT OF C"
"Ricoh",210,"RICOH"
